,Id,Gender,Age,Topic,Sentence
2826,235,M,20-29,CELEBRITIES,Per far si che il resto del mondo non ci coglioni per il nostro GF VIP deve vincere un VIP e non uno sconosciuto.. E quella è Valeria Marini! L'unica che può essere definita tale la dentro!
2827,143,M,20-29,ANIME,"Parlatene comunque nello staff e fatemi sapere, collaborare è sempre un piacere per me"
2828,78,M,50-100,AUTO-MOTO,"Direi che il sopralluogo è d'obbligo, per verificare se il numero di telaio 1) è stato limato (nel qual caso avvisare immediatamente la Polizia o i CC) oppure 2) c'è ed è leggibile, nel qual caso si trascrive e si fa un accertamento per vedere cosa risulta. Se è oggetto di furto, ci si riconduce al caso precedente. Se risulta pulito, si torna in loco a cercare il proprietario (del tubone o del terreno) e si avvia un discorso. Se non si trova, il terreno è di libero accesso e il coso non è di provenienza furtiva, siamo in presenza di un  (letteralmente, bene mobile abbandonato e privo di proprietario) e ce lo possiamo tranquillamente portare a casa, per risuscitarlo, prenderne ricambi o metterlo sulla TV come soprammobile o appeso al tetto come lampadario: è soltanto un pezzo di ferro abbandonato!"
2829,1008,M,50-100,AUTO-MOTO,"In breve...portato a nudo con l'aiuto di sverniciatore e olio di gomito, bagno esterno con acido muriatico per eliminare la patina sul metallo, lasciato all'aperto per circa due settimane con continui bagni di acqua e sale, carteggiatura con grana 800-1200 a secco, poi mano di primer trasparente, adesivo e poi vernice trasparente opaco a volontà.....il tutto home made"
2830,524,M,0-19,ANIME,*necrouppatore srriale dell'una di notte* bhe... Se lui non si mette in posa in costume non ci posso fare niente u.u
2831,827,M,40-49,SPORTS,"a me capita alle volte che i giocatori esternino preoccupazioni inopportune, tipo uno con i legamenti rotti si lamentò che non era stato ceduto, sicuramente qualche bug da questo punto di vista esiste ma errore o meno io parto dal principio che se non vuoi rimanere la porta è quella ciao"
2832,19,M,30-39,SPORTS,Sopratutto quando si è in vantaggio di un solo gol.
2833,1092,M,50-100,AUTO-MOTO,Danilo .. io ti ho scritto che NON va bene sul TF! !!!
2834,786,M,40-49,SPORTS,"Con Llorente e Vidal facciamo delle plusvalenze mica da ridere. E considerato tutto secondo me abbiamo il cash per comprare Isco che sarebbe il giocatore più adatto perchè può fare sia il trequartista che l'attaccante esterno. E sarebbe ideale per la 10. Comunque mi dispiace per Vidal ma credo che: 1)Abbia finito il ciclo alla Juve 2) Ha probabilmente toccato il top e più di questo non può dare 3) E' un po' confusionario a centrocampo (cit. Allegri) 4) E' una testa calda 5) Ha problemi fisici ancora non perfettamente risolti 6)Cedendo lui significa che la società vuole puntare veramente su Pogba. Quindi la cessione a 40 ci sta tutta. Adesso o mai più. Ma deve arrivare un big perchè altrimenti ci siamo indeboliti non poco (Tevez, Llorente, Pirlo, Vidal, Pepe, Storari sono giocatori determinanti sia dentro che fuori dal campo). P.S. Cuadrado assolutamente no, a meno che Allegri non lo voglia provare terzino destro..."
2835,427,M,20-29,ANIME,"Benvenuta.  E che devo fare io, non spammare la mia casta? Vieni tra i giganti, che c'è un mecha ad aspettarti"
2836,75,M,50-100,BIKES,"A Fabri', ma dove l'hai presa la foto del tuo avatar? Mi sembra un mio amico....Angelo"
2837,306,F,20-29,ANIME,Io non riesco... vedo che fa come per caricare qualcosa ma non mi si apre nulla. Quindi sarà un mio problema? Come posso fare?
2838,369,M,40-49,SPORTS,"Se poi si decidesse di usare i titanio black, serebbe top."
2839,342,M,40-49,AUTO-MOTO,"Mi sapreste indicare se è possibile scaricare il manuale come da titolo,sul sito opel c'è solo mokka."
2840,738,M,40-49,AUTO-MOTO,"Buongiorno a tutti, mi presento sono nuovo del forum dopo tanto tempo ho avuto l'occasione ed è arrivato il clio rs 3 tanto atteso...purtroppo arrivo da esperienze precedenti tutte turbo... Per ora alla differenza di erogazione mi devo ancora abituare... Ma ka rs l'ho presa girare in pista dove in curva si fa ka differenza!! Mezzo bello se vi dico che ha 215.000 km e gira come un orologio ci credete? Ciao"
2841,931,M,0-19,SPORTS,"no, ho appena controllato, non è lui, ora lo faccio, e poi modifico il link del download."
2842,671,F,20-29,ANIME,"Grazie mille per il benvenuto!! Niko é normale, il tocco femminile é unico xD"
2843,460,F,40-49,ANIME,"Annushka:            Ma che bello e che piacere ritrovarti! Mi stavo infatti chiedendo a quali nuovi porti tu fossi mai approdata... Grazie per il commento, e mi prendo un attimo per risponderti... Grazieeee"
2844,331,M,30-39,SPORTS,Ci manca solo che lo tolgano.. Io sono stra favorevole da sempre alla tecnologia.
2845,127,M,40-49,SPORTS,"Scrivo qui riguardo la mia affermazione su alcuni abbonati in certi stadi che non sono tifosi veraci. Ho sbagliato a scriverla e a fare una analogia di una realtà come Genova che conosco solo da turista. Comunque vi racconto la mia esperienza al San Nicola di Bari. Io sono stato abbonato nell’era Fascetti (fine anni novanta). Da Mola si muovevano macchinate per andare a vedera La Bari con gli anni migliori in cui si avevano anche 10000 abbonati se non ricordo male. Di questi che andavano allo stadio c’erano tifosi del Bari, ma anche tifosi delle strisciate, con la Juve a dominare, e non pochi. Più le cose andavano bene, più le macchine si riempivano. Non a caso la partita con la Juve, quando il Bari era in serie A, venne soprannominata la sagra du chienn d merd. A Reggina Juve nell’anno di calciopoli giocata al san nicola, solo dal sud barese si mosse una massa di gente in grado di riempire lo stadio. Senza contare il gruppo dei biscegliesi poco più a nord ecc. Non credo che realtà come Palermo ecc. siano molto diverse. È chiaro che in una situazione del genere ci mette poco uno stadio a svuotarsi quando le cose vanno male. O a riempirsi quando vanno bene. Poi magari mi sbaglio su tutto ma secondo me con il tipo di campionato che si è creato abbiamo tutta una nuova generazione completa che fa il tifo per la Juve. Comunque sia chiedo venia per l’affermazione nell’altro topic"
2846,915,M,40-49,AUTO-MOTO,"Le mappe v3 sono del 2015 .., Cosa ha aggiornato di preciso ? Comunque l’ultima release è v9"
2847,751,M,30-39,AUTO-MOTO,"Prova prima ad aggiornare il programma, poi metti la Sd... Magari il nuovo update sblocca la fase di pagamento"
2848,974,M,20-29,ANIME,"qua si vota principalmente su preferenze personali,è evidente.A livello di talento (anche se non mi spiego il motivo) chibi trunks vince a mani basse,al mirai,quanto gli ci è voluto per raggiungere la classica trasformazione?La morte di Gohan!Quanto cè voluto a raggiungere al chibi il full power?Cazzeggiare con il padre a gravità elevata.Ora che io sappia il mirai trunks non ha mai raggiunto questo massimo potere di super saiyan per cui ora mi dovete spiegare come potete ritenerlo sullo stesso piano,perchè leggendo le varie argomentazioni non lo sto capendo tutt'ora.Lasciate perdere lo scambio di pugni con vegeta,si lo ha messo in difficoltà ""stando fermo senza reagire"" ma non è un metro di valutazione che francamente possa far capire la differenza tra i due trunks.Sappiamo che entrambi si sono allenati nella stanza dello spirito del tempo,uno ha faticato più dell'altro per raggiungere il livello di super saiyan,uno ha raggiunto un livello transitorio se non pieno di difetti,l'altro ha raggiunto direttamente il full power all'età di 8 anni.Per quanto ci si possa girare intorno questi sono fatti evidenti noti a tutti,per cui o date per scontato che il mirai in seguito e solo in seguito al ritorno al suo tempo (addirittura dopo la morte di cell) sia diventato più forte o difficilmente posso credere che il chibi sia inferiore su tutta la linea.Se poi vogliamo prendere in considerazione il trunks della serie Gt (personaggio che reputo più seccante di una brigola dentro al naso) vi do perfettamente ragione,20 anni di inattività sono davvero tanti e disgraziatamente per goten e trunks le occasioni per maturare non ci sono state."
2849,459,M,20-29,AUTO-MOTO,"Scusa, ma cosa c’entra il possedere o meno un’altra auto? Il mio post assumerebbe un valore differente? Comunque no, non ho la 500x. Ho anche pubblicato l’annuncio di vendita nella sezione apposita!  Riguardo il tuo abitare vicino ad una vecchia centrale nucleare dismessa...embè? Non capisco cosa abbia a che fare con ciò che abbiamo detto fino ad ora. (Ad ogni modo tranquillo, sono passato vicino la centrale che stai citando, e le radiazioni sono pagagonabili a quelle normali di fondo... 0.23 microsievert/h) Francamente non ho capito il tuo intervento: sembra un tentativo di giustificare qualcosa, ma io non ho attaccato le idee di nessuno. Ho semplicemente detto la mia, dati obiettivi alla mano!"
2850,1029,M,20-29,ANIME,Domanda: Vorrei iniziare a prendermi berserk e gantz tramite la posta.... qualcuno si fa mandare i maga per abbinamento postale? come faccio?
2851,35,M,20-29,AUTO-MOTO,"è ripartitaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa dopo 18 anni di immobilità assoluta..... DICIOTTO ANNI oggi ho ripulito ben bene la sua candela, comprato un nuovo tubo di gomma della benzina..... ...e non alla prima, nè alla seconda....... nè alla trentesima scalciata... ..ma dopo una decina di minuti di prove, durante i quali sentivo il motore che riprendeva confidenza...... ...sentivo proprio gli ingranaggi sgranchirsi, il pistone zompettare sempre più invogliato... .....insomma dopo dieci minuti il motore si è ricordato di essere un motore ed ha fatto quello per cui è nato, ovvero ha prodotto un moto!! breeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee e un polverone bianco in cantina...... Inizialmente il motorino non teneva il minimo, una cosa che poi è andata sempre migliorando. Ci ho anche fatto un centinaio di metri, un'emozione fortissima tornare a comandare quella che è stata la mia prima ""moto"" in assoluto..... è stato come ritrovare una vecchia amica....... ci ho anche fatto le impennate e alla terza sono cascato :mrgreen: anzi meglio dire...... mi sono appoggiato a terra :mrgreen: :mrgreen: I lavori da fargli adesso sono: - mettere della nuova pasta nera sotto la testa del cilindro e all'innesto della marmitta (che adesso fuma e puzza di gomma bruciata da lì); - aggiunta di olio per cambio nel carterino destro; - regolare il minimo e poi ci siamo....... che figata... anche se sono dovuto ricorrere all'espediente di far tornare indietro la pedivella dell'accensione con un elastico da campeggio... ma chi se ne frega a 'sto punto... seguirà videointervista e seguiranno pure i conti della serva per vedere quanto mi è costato questo restauro."
2852,566,F,20-29,CELEBRITIES,"La programmazione del daytime quest'anno è troppo confusa,spero mediaset ci ripensi e si torni alla normalità degli anni scorsi"
2853,295,M,20-29,ANIME,"Oddio, i gusti sono soggettivi, posso solo dirti che per quanto mi riguarda mi ha preso molto, ho letto 161 capitoli nell'arco di 3 giorni, probabilmente se non avessi avuto vari impegni e il lavoro in meno. Mi piace il fatto che abbia alcune parti originali. il protagonista diventa un vero e proprio personaggio di un videogioco con Hp, Mp, punti esperienza, livelli, skill, ecc.. e da ex-videogiocatore mi ha preso molto. Ho già visto altri manga/anime dove il protagonista finiva dentro un videogioco o storie più o meno simili, ma questo è un caso completamente diverso."
2854,684,F,30-39,ANIME,"Ciao io sono Kay, mi sono voluta presentare perchè ho notato che molti skinner hanno studiato e imparato a realizzare skin qui da voi e di conseguenza vorrei imparare anch'io se possibile. Tornando a noi studio canto e le mie passioni sono: la musica, leggere, vedere serie tv e film (soprattutto i cartoni della Disney) e ca**eggiare con i miei amici...ah amo anche i Gdr. Non amo parlare molto di me ma in sintesi io sono questa XD se avete domande fatele pure. Ciao ciao Kay"
2855,408,M,20-29,ANIME,Nell'ultima parte della saga si tratta anche della manipolazione delle notizie dalla parte dei media inoltre del governo in generale e della famosa teoria del complotto(vedi il reverie)
2856,1099,M,0-19,TECHNOLOGY,"Sto per uscire mi scuso se faccio il doppio commento ma giusto per chiedere le seguenti cose: E' possibile inserire nel pannelo: 1. Database deila variazione dei punti (se aggiunti, se sottratti ecc ecc) 2. Aggiungere un pannello in cui si possa scrivere volta per volta qualcosa, una specie di bacheca (avrei in mente di cambiare gli oggetti sul negozio non in periodi stabiliti in tal modo la bacheca sarebbe utili per sapere quando arriveranno i nuovi oggetti) 3. E' possibile creare un bottone tramite il quale l'utente genera un messaggio automatico in una discussione scelta e automaticamente ottiene +1 punto? 4. E' possibile scegliere la quantità di un'oggetto sul negozio? Nel senso che dopo che un utente lo acquista non è più disponibile per se stesso ma lo è per gli altri? ad esempio che ogni utente ha diritto ad acquistare quel singolo oggetto un massimo di 3 volte.. o 1..."
2857,31,F,20-29,ANIME,"Davide controlla sempre con una ricerca nel forum prima di aprire una nuova discussione.. Qui avevo aperto il topic all'inizio del torneo... Allo staff: potete cancellare questa discussione, è doppia."
2858,983,M,40-49,SPORTS,"Da tre partite di seguito regaliamo il primo tempo all'avversario, ma porca pupazza!!!"
2859,1019,M,20-29,SPORTS,"Sono imprevisti che per quanto totalmente sgradevoli bisogna sempre tenere in conto, nel calcio moderno le rose devono essere sufficientemente profonde per sopperire all'assenza a tempo indeterminato di qualunque singolo, e lo stesso vale in questo caso. Ora a me più che preoccuparmi il fatto che abbiamo un solo attaccante di ruolo preoccupa che questo attaccante è Gabbiadini, un giocatore che funziona a corrente alternata negli schemi di Sarri e che fino a 10 giorni fa, prima della sua ultima prestazione, la quasi totalità di noi riteneva inadeguato per il gioco di Sarri. A mio avviso c'è bisogno già da subito di acquistare un giocatore svincolato che possa quantomeno offrire un'alternativa allo stile di gioco di Gabbiadini. Penso a Klose. Per me anche soltanto arrivare a gennaio col solo Gabbiadini sarà un qualcosa che ci metterà in enorme difficoltà, spero di sbagliarmi e spero che la società sappia prendere la giusta decisione."
2860,131,M,40-49,METAL-DETECTING,"Ok allora per ora resterà un mistero ,grazie ancora per l'interesse"
2861,641,M,50-100,AUTO-MOTO,"L'apparecchio è ancora disponibile, per utilizzare la retrocamera originale devi acquistare un adattatore che io non ho. Ma al costo dell'adattatore ti regalo io una retrocamera compatibile. Fammi sapere di dove sei. Saluti. Però, pensandoci bene, se hai già montata una Clarion è probabile che tu abbia già la retrocamera adatta... N.B. Per piacere, per te e per tutti. Non frequento più il forum per cui eventuali post li leggo solo se mi vengono notificati. Preferite il PM perchè di sicuro mi arriva la notifica."
